id;id_school;grade;letter
11407;32;9;A
11408;32;9;B
11409;32;10;A
11410;32;10;B
11411;32;11;A
11412;32;11;B
11413;47;1;A
11414;47;1;B
11415;47;1;C
11416;47;2;A
11417;47;3;A
11418;47;4;A
11419;47;4;B
11420;47;5;A
11421;47;5;B
11422;47;6;A
11423;47;6;B
11424;47;6;C
11425;47;7;A
11426;47;7;B
11427;47;7;C
11428;47;8;A
11429;47;9;A
11430;47;10;A
11431;47;10;B
11432;47;10;C
11433;47;11;A
11434;47;11;B
11435;47;11;C
11436;211;1;A
11437;211;1;B
11438;211;2;A
11439;211;2;B
11440;211;3;A
11441;211;3;B
11442;211;3;C
11443;211;4;A
11444;211;5;A
11445;211;5;B
11446;211;6;A
11447;211;6;B
11448;211;7;A
11449;211;7;B
11450;211;7;C
11451;211;8;A
11452;211;9;A
11453;211;9;B
11454;211;10;A
11455;211;10;B
11456;211;11;A
11457;211;11;B
11458;211;11;C
11459;484;1;A
11460;484;2;A
11461;484;2;B
11462;484;2;C
11463;484;3;A
11464;484;4;A
11465;484;4;B
11466;484;5;A
11467;484;5;B
11468;484;6;A
11469;484;6;B
11470;484;6;C
11471;484;7;A
11472;484;8;A
11473;484;8;B
11474;484;8;C
11475;484;9;A
11476;484;9;B
11477;484;10;A
11478;484;10;B
11479;484;11;A
11480;599;1;A
11481;599;1;B
11482;599;2;A
11483;599;3;A
11484;599;3;B
11485;599;4;A
11486;599;4;B
11487;599;5;A
11488;599;5;B
11489;599;5;C
11490;599;6;A
11491;599;6;B
11492;599;6;C
11493;599;7;A
11494;599;8;A
11495;599;9;A
11496;599;9;B
11497;599;9;C
11498;599;10;A
11499;599;10;B
11500;599;11;A
11501;599;11;B
11502;828;1;A
11503;828;2;A
11504;828;2;B
11505;828;3;A
11506;828;3;B
11507;828;4;A
11508;828;4;B
11509;828;4;C
11510;828;5;A
11511;828;6;A
11512;828;6;B
11513;828;7;A
11514;828;8;A
11515;828;8;B
11516;828;8;C
11517;828;9;A
11518;828;9;B
11519;828;10;A
11520;828;10;B
11521;828;11;A
11522;828;11;B
11523;216;1;A
11524;216;1;B
11525;216;1;C
11526;216;2;A
11527;216;2;B
11528;216;3;A
11529;216;3;B
11530;216;4;A
11531;216;5;A
11532;216;6;A
11533;216;6;B
11534;216;6;C
11535;216;7;A
11536;216;8;A
11537;216;8;B
11538;216;9;A
11539;216;9;B
11540;216;10;A
11541;216;10;B
11542;216;10;C
11543;216;11;A
11544;216;11;B
11545;216;11;C
11546;175;1;A
11547;175;2;A
11548;175;2;B
11549;175;3;A
11550;175;3;B
11551;175;4;A
11552;175;4;B
11553;175;5;A
11554;175;5;B
11555;175;6;A
11556;175;7;A
11557;175;7;B
11558;175;7;C
11559;175;8;A
11560;175;9;A
11561;175;10;A
11562;175;10;B
11563;175;10;C
11564;175;11;A
11565;799;1;A
11566;799;2;A
11567;799;2;B
11568;799;2;C
11569;799;3;A
11570;799;3;B
11571;799;4;A
11572;799;5;A
11573;799;5;B
11574;799;5;C
11575;799;6;A
11576;799;7;A
11577;799;7;B
11578;799;8;A
11579;799;8;B
11580;799;8;C
11581;799;9;A
11582;799;9;B
11583;799;10;A
11584;799;11;A
11585;799;11;B
11586;799;11;C
11587;514;1;A
11588;514;2;A
11589;514;2;B
11590;514;3;A
11591;514;3;B
11592;514;3;C
11593;514;4;A
11594;514;4;B
11595;514;4;C
11596;514;5;A
11597;514;5;B
11598;514;6;A
11599;514;6;B
11600;514;6;C
11601;514;7;A
11602;514;8;A
11603;514;8;B
11604;514;8;C
11605;514;9;A
11606;514;9;B
11607;514;10;A
11608;514;10;B
11609;514;10;C
11610;514;11;A
11611;514;11;B
11612;514;11;C
11613;262;1;A
11614;262;1;B
11615;262;1;C
11616;262;2;A
11617;262;3;A
11618;262;4;A
11619;262;4;B
11620;262;5;A
11621;262;5;B
11622;262;6;A
11623;262;6;B
11624;262;6;C
11625;262;7;A
11626;262;7;B
11627;262;8;A
11628;262;9;A
11629;262;9;B
11630;262;9;C
11631;262;10;A
11632;262;10;B
11633;262;10;C
11634;262;11;A
11635;262;11;B
11636;262;11;C
11637;791;1;A
11638;791;2;A
11639;791;3;A
11640;791;4;A
11641;791;4;B
11642;791;4;C
11643;791;5;A
11644;791;6;A
11645;791;6;B
11646;791;7;A
11647;791;8;A
11648;791;8;B
11649;791;9;A
11650;791;9;B
11651;791;9;C
11652;791;10;A
11653;791;10;B
11654;791;11;A
11655;386;1;A
11656;386;2;A
11657;386;3;A
11658;386;3;B
11659;386;3;C
11660;386;4;A
11661;386;4;B
11662;386;4;C
11663;386;5;A
11664;386;5;B
11665;386;5;C
11666;386;6;A
11667;386;6;B
11668;386;7;A
11669;386;8;A
11670;386;9;A
11671;386;9;B
11672;386;10;A
11673;386;11;A
11674;386;11;B
11675;386;11;C
11676;705;1;A
11677;705;1;B
11678;705;2;A
11679;705;2;B
11680;705;3;A
11681;705;3;B
11682;705;4;A
11683;705;4;B
11684;705;4;C
11685;705;5;A
11686;705;5;B
11687;705;6;A
11688;705;6;B
11689;705;7;A
11690;705;7;B
11691;705;7;C
11692;705;8;A
11693;705;8;B
11694;705;9;A
11695;705;9;B
11696;705;10;A
11697;705;10;B
11698;705;11;A
11699;705;11;B
11700;705;11;C
11701;969;1;A
11702;969;1;B
11703;969;2;A
11704;969;3;A
11705;969;3;B
11706;969;4;A
11707;969;4;B
11708;969;5;A
11709;969;6;A
11710;969;6;B
11711;969;7;A
11712;969;8;A
11713;969;8;B
11714;969;8;C
11715;969;9;A
11716;969;10;A
11717;969;11;A
11718;129;1;A
11719;129;1;B
11720;129;1;C
11721;129;2;A
11722;129;2;B
11723;129;2;C
11724;129;3;A
11725;129;4;A
11726;129;5;A
11727;129;5;B
11728;129;5;C
11729;129;6;A
11730;129;6;B
11731;129;7;A
11732;129;7;B
11733;129;8;A
11734;129;8;B
11735;129;9;A
11736;129;9;B
11737;129;10;A
11738;129;10;B
11739;129;10;C
11740;129;11;A
11741;274;1;A
11742;274;1;B
11743;274;2;A
11744;274;3;A
11745;274;3;B
11746;274;4;A
11747;274;4;B
11748;274;4;C
11749;274;5;A
11750;274;5;B
11751;274;6;A
11752;274;6;B
11753;274;7;A
11754;274;8;A
11755;274;8;B
11756;274;8;C
11757;274;9;A
11758;274;9;B
11759;274;9;C
11760;274;10;A
11761;274;10;B
11762;274;11;A
11763;274;11;B
11764;286;1;A
11765;286;2;A
11766;286;2;B
11767;286;2;C
11768;286;3;A
11769;286;3;B
11770;286;3;C
11771;286;4;A
11772;286;4;B
11773;286;4;C
11774;286;5;A
11775;286;6;A
11776;286;6;B
11777;286;7;A
11778;286;8;A
11779;286;8;B
11780;286;9;A
11781;286;9;B
11782;286;9;C
11783;286;10;A
11784;286;10;B
11785;286;11;A
11786;926;1;A
11787;926;1;B
11788;926;2;A
11789;926;2;B
11790;926;3;A
11791;926;3;B
11792;926;4;A
11793;926;4;B
11794;926;4;C
11795;926;5;A
11796;926;5;B
11797;926;5;C
11798;926;6;A
11799;926;6;B
11800;926;6;C
11801;926;7;A
11802;926;7;B
11803;926;7;C
11804;926;8;A
11805;926;8;B
11806;926;8;C
11807;926;9;A
11808;926;10;A
11809;926;10;B
11810;926;11;A
11811;926;11;B
11812;872;1;A
11813;872;1;B
11814;872;2;A
11815;872;2;B
11816;872;2;C
11817;872;3;A
11818;872;4;A
11819;872;4;B
11820;872;4;C
11821;872;5;A
11822;872;6;A
11823;872;6;B
11824;872;7;A
11825;872;8;A
11826;872;9;A
11827;872;10;A
11828;872;10;B
11829;872;11;A
11830;189;1;A
11831;189;1;B
11832;189;1;C
11833;189;2;A
11834;189;2;B
11835;189;3;A
11836;189;3;B
11837;189;3;C
11838;189;4;A
11839;189;4;B
11840;189;4;C
11841;189;5;A
11842;189;6;A
11843;189;7;A
11844;189;8;A
11845;189;9;A
11846;189;10;A
11847;189;10;B
11848;189;11;A
11849;621;1;A
11850;621;1;B
11851;621;2;A
11852;621;3;A
11853;621;4;A
11854;621;5;A
11855;621;5;B
11856;621;6;A
11857;621;7;A
11858;621;7;B
11859;621;7;C
11860;621;8;A
11861;621;9;A
11862;621;10;A
11863;621;10;B
11864;621;11;A
11865;621;11;B
11866;621;11;C
11867;950;1;A
11868;950;1;B
11869;950;2;A
11870;950;2;B
11871;950;3;A
11872;950;4;A
11873;950;4;B
11874;950;4;C
11875;950;5;A
11876;950;5;B
11877;950;5;C
11878;950;6;A
11879;950;7;A
11880;950;7;B
11881;950;7;C
11882;950;8;A
11883;950;9;A
11884;950;9;B
11885;950;9;C
11886;950;10;A
11887;950;10;B
11888;950;11;A
11889;950;11;B
11890;413;1;A
11891;413;1;B
11892;413;2;A
11893;413;2;B
11894;413;3;A
11895;413;3;B
11896;413;3;C
11897;413;4;A
11898;413;4;B
11899;413;5;A
11900;413;5;B
11901;413;6;A
11902;413;6;B
11903;413;7;A
11904;413;7;B
11905;413;7;C
11906;413;8;A
11907;413;8;B
11908;413;8;C
11909;413;9;A
11910;413;9;B
11911;413;10;A
11912;413;10;B
11913;413;10;C
11914;413;11;A
11915;413;11;B
11916;413;11;C
11917;213;1;A
11918;213;1;B
11919;213;1;C
11920;213;2;A
11921;213;2;B
11922;213;2;C
11923;213;3;A
11924;213;3;B
11925;213;3;C
11926;213;4;A
11927;213;4;B
11928;213;4;C
11929;213;5;A
11930;213;6;A
11931;213;6;B
11932;213;7;A
11933;213;8;A
11934;213;8;B
11935;213;9;A
11936;213;9;B
11937;213;10;A
11938;213;10;B
11939;213;10;C
11940;213;11;A
11941;213;11;B
11942;213;11;C
11943;949;1;A
11944;949;1;B
11945;949;1;C
11946;949;2;A
11947;949;2;B
11948;949;3;A
11949;949;3;B
11950;949;3;C
11951;949;4;A
11952;949;4;B
11953;949;5;A
11954;949;6;A
11955;949;7;A
11956;949;7;B
11957;949;7;C
11958;949;8;A
11959;949;8;B
11960;949;8;C
11961;949;9;A
11962;949;10;A
11963;949;10;B
11964;949;10;C
11965;949;11;A
11966;949;11;B
11967;54;1;A
11968;54;1;B
11969;54;1;C
11970;54;2;A
11971;54;2;B
11972;54;3;A
11973;54;3;B
11974;54;3;C
11975;54;4;A
11976;54;4;B
11977;54;4;C
11978;54;5;A
11979;54;6;A
11980;54;6;B
11981;54;6;C
11982;54;7;A
11983;54;8;A
11984;54;8;B
11985;54;8;C
11986;54;9;A
11987;54;10;A
11988;54;10;B
11989;54;10;C
11990;54;11;A
11991;54;11;B
11992;54;11;C
11993;446;1;A
11994;446;1;B
11995;446;1;C
11996;446;2;A
11997;446;2;B
11998;446;3;A
11999;446;3;B
12000;446;4;A
12001;446;4;B
12002;446;5;A
12003;446;5;B
12004;446;5;C
12005;446;6;A
12006;446;6;B
12007;446;7;A
12008;446;7;B
12009;446;8;A
12010;446;8;B
12011;446;8;C
12012;446;9;A
12013;446;9;B
12014;446;9;C
12015;446;10;A
12016;446;11;A
12017;488;1;A
12018;488;1;B
12019;488;1;C
12020;488;2;A
12021;488;2;B
12022;488;2;C
12023;488;3;A
12024;488;4;A
12025;488;4;B
12026;488;4;C
12027;488;5;A
12028;488;6;A
12029;488;6;B
12030;488;7;A
12031;488;8;A
12032;488;9;A
12033;488;10;A
12034;488;11;A
12035;488;11;B
12036;342;1;A
12037;342;2;A
12038;342;2;B
12039;342;2;C
12040;342;3;A
12041;342;4;A
12042;342;4;B
12043;342;4;C
12044;342;5;A
12045;342;6;A
12046;342;6;B
12047;342;6;C
12048;342;7;A
12049;342;7;B
12050;342;7;C
12051;342;8;A
12052;342;8;B
12053;342;9;A
12054;342;9;B
12055;342;10;A
12056;342;11;A
12057;342;11;B
12058;342;11;C
12059;711;1;A
12060;711;2;A
12061;711;2;B
12062;711;3;A
12063;711;4;A
12064;711;5;A
12065;711;5;B
12066;711;5;C
12067;711;6;A
12068;711;6;B
12069;711;6;C
12070;711;7;A
12071;711;7;B
12072;711;8;A
12073;711;8;B
12074;711;9;A
12075;711;10;A
12076;711;10;B
12077;711;10;C
12078;711;11;A
12079;711;11;B
12080;639;1;A
12081;639;1;B
12082;639;1;C
12083;639;2;A
12084;639;2;B
12085;639;3;A
12086;639;3;B
12087;639;3;C
12088;639;4;A
12089;639;5;A
12090;639;5;B
12091;639;5;C
12092;639;6;A
12093;639;6;B
12094;639;7;A
12095;639;7;B
12096;639;8;A
12097;639;8;B
12098;639;9;A
12099;639;9;B
12100;639;10;A
12101;639;11;A
12102;458;1;A
12103;458;2;A
12104;458;2;B
12105;458;3;A
12106;458;4;A
12107;458;4;B
12108;458;4;C
12109;458;5;A
12110;458;5;B
12111;458;5;C
12112;458;6;A
12113;458;7;A
12114;458;7;B
12115;458;7;C
12116;458;8;A
12117;458;8;B
12118;458;8;C
12119;458;9;A
12120;458;9;B
12121;458;9;C
12122;458;10;A
12123;458;10;B
12124;458;10;C
12125;458;11;A
12126;458;11;B
12127;376;1;A
12128;376;1;B
12129;376;1;C
12130;376;2;A
12131;376;2;B
12132;376;3;A
12133;376;3;B
12134;376;3;C
12135;376;4;A
12136;376;5;A
12137;376;5;B
12138;376;5;C
12139;376;6;A
12140;376;7;A
12141;376;8;A
12142;376;8;B
12143;376;8;C
12144;376;9;A
12145;376;9;B
12146;376;9;C
12147;376;10;A
12148;376;10;B
12149;376;10;C
12150;376;11;A
12151;769;1;A
12152;769;2;A
12153;769;2;B
12154;769;3;A
12155;769;3;B
12156;769;3;C
12157;769;4;A
12158;769;4;B
12159;769;5;A
12160;769;5;B
12161;769;5;C
12162;769;6;A
12163;769;7;A
12164;769;7;B
12165;769;7;C
12166;769;8;A
12167;769;8;B
12168;769;9;A
12169;769;10;A
12170;769;10;B
12171;769;10;C
12172;769;11;A
12173;769;11;B
12174;769;11;C
12175;585;1;A
12176;585;1;B
12177;585;1;C
12178;585;2;A
12179;585;2;B
12180;585;3;A
12181;585;3;B
12182;585;4;A
12183;585;4;B
12184;585;5;A
12185;585;5;B
12186;585;5;C
12187;585;6;A
12188;585;6;B
12189;585;6;C
12190;585;7;A
12191;585;7;B
12192;585;7;C
12193;585;8;A
12194;585;8;B
12195;585;8;C
12196;585;9;A
12197;585;9;B
12198;585;9;C
12199;585;10;A
12200;585;10;B
12201;585;10;C
12202;585;11;A
12203;585;11;B
12204;963;1;A
12205;963;2;A
12206;963;2;B
12207;963;3;A
12208;963;4;A
12209;963;5;A
12210;963;5;B
12211;963;6;A
12212;963;7;A
12213;963;7;B
12214;963;8;A
12215;963;9;A
12216;963;9;B
12217;963;9;C
12218;963;10;A
12219;963;10;B
12220;963;10;C
12221;963;11;A
12222;963;11;B
12223;963;11;C
12224;306;1;A
12225;306;2;A
12226;306;2;B
12227;306;3;A
12228;306;4;A
12229;306;4;B
12230;306;5;A
12231;306;6;A
12232;306;6;B
12233;306;7;A
12234;306;8;A
12235;306;8;B
12236;306;8;C
12237;306;9;A
12238;306;9;B
12239;306;10;A
12240;306;11;A
12241;306;11;B
12242;24;1;A
12243;24;1;B
12244;24;1;C
12245;24;2;A
12246;24;2;B
12247;24;2;C
12248;24;3;A
12249;24;3;B
12250;24;4;A
12251;24;5;A
12252;24;5;B
12253;24;5;C
12254;24;6;A
12255;24;6;B
12256;24;7;A
12257;24;7;B
12258;24;7;C
12259;24;8;A
12260;24;8;B
12261;24;8;C
12262;24;9;A
12263;24;9;B
12264;24;10;A
12265;24;10;B
12266;24;11;A
12267;24;11;B
12268;24;11;C
12269;140;1;A
12270;140;2;A
12271;140;2;B
12272;140;2;C
12273;140;3;A
12274;140;4;A
12275;140;4;B
12276;140;5;A
12277;140;6;A
12278;140;6;B
12279;140;6;C
12280;140;7;A
12281;140;8;A
12282;140;8;B
12283;140;8;C
12284;140;9;A
12285;140;10;A
12286;140;11;A
12287;534;1;A
12288;534;1;B
12289;534;1;C
12290;534;2;A
12291;534;2;B
12292;534;3;A
12293;534;3;B
12294;534;4;A
12295;534;4;B
12296;534;5;A
12297;534;6;A
12298;534;6;B
12299;534;6;C
12300;534;7;A
12301;534;7;B
12302;534;8;A
12303;534;9;A
12304;534;9;B
12305;534;9;C
12306;534;10;A
12307;534;10;B
12308;534;11;A
12309;534;11;B
12310;654;1;A
12311;654;1;B
12312;654;1;C
12313;654;2;A
12314;654;3;A
12315;654;3;B
12316;654;4;A
12317;654;5;A
12318;654;5;B
12319;654;5;C
12320;654;6;A
12321;654;7;A
12322;654;7;B
12323;654;8;A
12324;654;9;A
12325;654;9;B
12326;654;9;C
12327;654;10;A
12328;654;11;A
12329;654;11;B
12330;824;1;A
12331;824;1;B
12332;824;1;C
12333;824;2;A
12334;824;2;B
12335;824;2;C
12336;824;3;A
12337;824;3;B
12338;824;4;A
12339;824;5;A
12340;824;5;B
12341;824;6;A
12342;824;6;B
12343;824;6;C
12344;824;7;A
12345;824;8;A
12346;824;8;B
12347;824;8;C
12348;824;9;A
12349;824;9;B
12350;824;9;C
12351;824;10;A
12352;824;11;A
12353;403;1;A
12354;403;1;B
12355;403;2;A
12356;403;2;B
12357;403;3;A
12358;403;4;A
12359;403;5;A
12360;403;6;A
12361;403;7;A
12362;403;7;B
12363;403;7;C
12364;403;8;A
12365;403;9;A
12366;403;9;B
12367;403;10;A
12368;403;11;A
12369;403;11;B
12370;403;11;C
12371;487;1;A
12372;487;1;B
12373;487;1;C
12374;487;2;A
12375;487;2;B
12376;487;3;A
12377;487;3;B
12378;487;3;C
12379;487;4;A
12380;487;5;A
12381;487;5;B
12382;487;6;A
12383;487;6;B
12384;487;6;C
12385;487;7;A
12386;487;7;B
12387;487;7;C
12388;487;8;A
12389;487;9;A
12390;487;9;B
12391;487;10;A
12392;487;10;B
12393;487;11;A
12394;178;1;A
12395;178;1;B
12396;178;2;A
12397;178;2;B
12398;178;3;A
12399;178;3;B
12400;178;3;C
12401;178;4;A
12402;178;5;A
12403;178;5;B
12404;178;6;A
12405;178;6;B
12406;178;7;A
12407;178;8;A
12408;178;9;A
12409;178;9;B
12410;178;9;C
12411;178;10;A
12412;178;11;A
12413;178;11;B
12414;792;1;A
12415;792;2;A
12416;792;2;B
12417;792;2;C
12418;792;3;A
12419;792;4;A
12420;792;4;B
12421;792;4;C
12422;792;5;A
12423;792;6;A
12424;792;6;B
12425;792;6;C
12426;792;7;A
12427;792;7;B
12428;792;8;A
12429;792;9;A
12430;792;9;B
12431;792;10;A
12432;792;11;A
12433;818;1;A
12434;818;1;B
12435;818;1;C
12436;818;2;A
12437;818;3;A
12438;818;3;B
12439;818;3;C
12440;818;4;A
12441;818;5;A
12442;818;5;B
12443;818;6;A
12444;818;6;B
12445;818;7;A
12446;818;7;B
12447;818;8;A
12448;818;8;B
12449;818;8;C
12450;818;9;A
12451;818;10;A
12452;818;10;B
12453;818;10;C
12454;818;11;A
12455;818;11;B
12456;96;1;A
12457;96;1;B
12458;96;2;A
12459;96;2;B
12460;96;2;C
12461;96;3;A
12462;96;3;B
12463;96;4;A
12464;96;4;B
12465;96;4;C
12466;96;5;A
12467;96;5;B
12468;96;5;C
12469;96;6;A
12470;96;7;A
12471;96;8;A
12472;96;8;B
12473;96;8;C
12474;96;9;A
12475;96;10;A
12476;96;10;B
12477;96;11;A
12478;96;11;B
12479;96;11;C
12480;716;1;A
12481;716;1;B
12482;716;2;A
12483;716;3;A
12484;716;3;B
12485;716;3;C
12486;716;4;A
12487;716;4;B
12488;716;5;A
12489;716;5;B
12490;716;6;A
12491;716;6;B
12492;716;6;C
12493;716;7;A
12494;716;8;A
12495;716;9;A
12496;716;10;A
12497;716;11;A
12498;716;11;B
12499;716;11;C
12500;563;1;A
12501;563;2;A
12502;563;3;A
12503;563;3;B
12504;563;3;C
12505;563;4;A
12506;563;4;B
12507;563;4;C
12508;563;5;A
12509;563;6;A
12510;563;6;B
12511;563;7;A
12512;563;8;A
12513;563;8;B
12514;563;9;A
12515;563;9;B
12516;563;9;C
12517;563;10;A
12518;563;11;A
12519;76;1;A
12520;76;1;B
12521;76;1;C
12522;76;2;A
12523;76;3;A
12524;76;4;A
12525;76;4;B
12526;76;4;C
12527;76;5;A
12528;76;5;B
12529;76;5;C
12530;76;6;A
12531;76;6;B
12532;76;7;A
12533;76;8;A
12534;76;8;B
12535;76;9;A
12536;76;10;A
12537;76;10;B
12538;76;10;C
12539;76;11;A
12540;505;1;A
12541;505;1;B
12542;505;2;A
12543;505;3;A
12544;505;4;A
12545;505;5;A
12546;505;5;B
12547;505;5;C
12548;505;6;A
12549;505;6;B
12550;505;7;A
12551;505;7;B
12552;505;8;A
12553;505;8;B
12554;505;8;C
12555;505;9;A
12556;505;10;A
12557;505;11;A
12558;962;1;A
12559;962;1;B
12560;962;2;A
12561;962;2;B
12562;962;2;C
12563;962;3;A
12564;962;3;B
12565;962;3;C
12566;962;4;A
12567;962;4;B
12568;962;4;C
12569;962;5;A
12570;962;5;B
12571;962;5;C
12572;962;6;A
12573;962;6;B
12574;962;6;C
12575;962;7;A
12576;962;7;B
12577;962;7;C
12578;962;8;A
12579;962;8;B
12580;962;8;C
12581;962;9;A
12582;962;9;B
12583;962;10;A
12584;962;11;A
12585;962;11;B
12586;962;11;C
12587;545;1;A
12588;545;1;B
12589;545;2;A
12590;545;3;A
12591;545;4;A
12592;545;5;A
12593;545;5;B
12594;545;6;A
12595;545;6;B
12596;545;6;C
12597;545;7;A
12598;545;8;A
12599;545;8;B
12600;545;9;A
12601;545;9;B
12602;545;9;C
12603;545;10;A
12604;545;10;B
12605;545;11;A
12606;545;11;B
12607;545;11;C
12608;915;1;A
12609;915;1;B
12610;915;1;C
12611;915;2;A
12612;915;3;A
12613;915;3;B
12614;915;3;C
12615;915;4;A
12616;915;5;A
12617;915;5;B
12618;915;6;A
12619;915;7;A
12620;915;7;B
12621;915;7;C
12622;915;8;A
12623;915;8;B
12624;915;9;A
12625;915;9;B
12626;915;10;A
12627;915;10;B
12628;915;11;A
12629;915;11;B
12630;685;1;A
12631;685;1;B
12632;685;2;A
12633;685;2;B
12634;685;2;C
12635;685;3;A
12636;685;4;A
12637;685;4;B
12638;685;4;C
12639;685;5;A
12640;685;5;B
12641;685;5;C
12642;685;6;A
12643;685;7;A
12644;685;8;A
12645;685;8;B
12646;685;9;A
12647;685;10;A
12648;685;11;A
12649;685;11;B
12650;154;1;A
12651;154;1;B
12652;154;1;C
12653;154;2;A
12654;154;2;B
12655;154;2;C
12656;154;3;A
12657;154;3;B
12658;154;3;C
12659;154;4;A
12660;154;5;A
12661;154;6;A
12662;154;6;B
12663;154;7;A
12664;154;8;A
12665;154;8;B
12666;154;9;A
12667;154;10;A
12668;154;10;B
12669;154;11;A
12670;812;1;A
12671;812;2;A
12672;812;2;B
12673;812;3;A
12674;812;3;B
12675;812;4;A
12676;812;4;B
12677;812;4;C
12678;812;5;A
12679;812;6;A
12680;812;7;A
12681;812;7;B
12682;812;7;C
12683;812;8;A
12684;812;8;B
12685;812;9;A
12686;812;10;A
12687;812;10;B
12688;812;11;A
12689;973;1;A
12690;973;1;B
12691;973;2;A
12692;973;2;B
12693;973;3;A
12694;973;3;B
12695;973;4;A
12696;973;5;A
12697;973;5;B
12698;973;5;C
12699;973;6;A
12700;973;6;B
12701;973;6;C
12702;973;7;A
12703;973;8;A
12704;973;8;B
12705;973;8;C
12706;973;9;A
12707;973;9;B
12708;973;9;C
12709;973;10;A
12710;973;10;B
12711;973;11;A
12712;412;1;A
12713;412;1;B
12714;412;1;C
12715;412;2;A
12716;412;3;A
12717;412;3;B
12718;412;4;A
12719;412;4;B
12720;412;4;C
12721;412;5;A
12722;412;6;A
12723;412;6;B
12724;412;6;C
12725;412;7;A
12726;412;7;B
12727;412;8;A
12728;412;9;A
12729;412;9;B
12730;412;10;A
12731;412;10;B
12732;412;10;C
12733;412;11;A
12734;412;11;B
12735;355;1;A
12736;355;2;A
12737;355;2;B
12738;355;3;A
12739;355;3;B
12740;355;3;C
12741;355;4;A
12742;355;4;B
12743;355;5;A
12744;355;5;B
12745;355;6;A
12746;355;6;B
12747;355;6;C
12748;355;7;A
12749;355;7;B
12750;355;8;A
12751;355;8;B
12752;355;9;A
12753;355;10;A
12754;355;10;B
12755;355;10;C
12756;355;11;A
12757;355;11;B
12758;355;11;C
12759;911;1;A
12760;911;2;A
12761;911;3;A
12762;911;3;B
12763;911;3;C
12764;911;4;A
12765;911;5;A
12766;911;5;B
12767;911;6;A
12768;911;7;A
12769;911;8;A
12770;911;8;B
12771;911;8;C
12772;911;9;A
12773;911;9;B
12774;911;9;C
12775;911;10;A
12776;911;11;A
12777;452;1;A
12778;452;1;B
12779;452;1;C
12780;452;2;A
12781;452;3;A
12782;452;3;B
12783;452;4;A
12784;452;5;A
12785;452;5;B
12786;452;6;A
12787;452;6;B
12788;452;7;A
12789;452;8;A
12790;452;8;B
12791;452;8;C
12792;452;9;A
12793;452;9;B
12794;452;10;A
12795;452;11;A
12796;452;11;B
12797;452;11;C
12798;353;1;A
12799;353;1;B
12800;353;1;C
12801;353;2;A
12802;353;2;B
12803;353;2;C
12804;353;3;A
12805;353;4;A
12806;353;5;A
12807;353;6;A
12808;353;6;B
12809;353;6;C
12810;353;7;A
12811;353;7;B
12812;353;8;A
12813;353;8;B
12814;353;9;A
12815;353;9;B
12816;353;9;C
12817;353;10;A
12818;353;11;A
12819;603;1;A
12820;603;2;A
12821;603;3;A
12822;603;4;A
12823;603;5;A
12824;603;5;B
12825;603;5;C
12826;603;6;A
12827;603;7;A
12828;603;8;A
12829;603;8;B
12830;603;9;A
12831;603;9;B
12832;603;10;A
12833;603;10;B
12834;603;10;C
12835;603;11;A
12836;603;11;B
12837;754;1;A
12838;754;2;A
12839;754;2;B
12840;754;2;C
12841;754;3;A
12842;754;4;A
12843;754;4;B
12844;754;4;C
12845;754;5;A
12846;754;6;A
12847;754;7;A
12848;754;7;B
12849;754;8;A
12850;754;8;B
12851;754;9;A
12852;754;9;B
12853;754;10;A
12854;754;11;A
12855;754;11;B
12856;745;1;A
12857;745;1;B
12858;745;1;C
12859;745;2;A
12860;745;3;A
12861;745;3;B
12862;745;4;A
12863;745;4;B
12864;745;4;C
12865;745;5;A
12866;745;5;B
12867;745;5;C
12868;745;6;A
12869;745;6;B
12870;745;7;A
12871;745;8;A
12872;745;8;B
12873;745;8;C
12874;745;9;A
12875;745;10;A
12876;745;10;B
12877;745;11;A
12878;301;1;A
12879;301;1;B
12880;301;1;C
12881;301;2;A
12882;301;3;A
12883;301;3;B
12884;301;3;C
12885;301;4;A
12886;301;4;B
12887;301;5;A
12888;301;5;B
12889;301;6;A
12890;301;7;A
12891;301;7;B
12892;301;8;A
12893;301;9;A
12894;301;9;B
12895;301;10;A
12896;301;11;A
12897;301;11;B
12898;301;11;C
12899;955;1;A
12900;955;1;B
12901;955;2;A
12902;955;2;B
12903;955;2;C
12904;955;3;A
12905;955;3;B
12906;955;4;A
12907;955;5;A
12908;955;5;B
12909;955;6;A
12910;955;7;A
12911;955;7;B
12912;955;8;A
12913;955;9;A
12914;955;9;B
12915;955;10;A
12916;955;10;B
12917;955;11;A
12918;805;1;A
12919;805;1;B
12920;805;1;C
12921;805;2;A
12922;805;2;B
12923;805;2;C
12924;805;3;A
12925;805;3;B
12926;805;3;C
12927;805;4;A
12928;805;4;B
12929;805;4;C
12930;805;5;A
12931;805;5;B
12932;805;5;C
12933;805;6;A
12934;805;7;A
12935;805;8;A
12936;805;8;B
12937;805;8;C
12938;805;9;A
12939;805;9;B
12940;805;9;C
12941;805;10;A
12942;805;11;A
12943;805;11;B
12944;805;11;C
12945;857;1;A
12946;857;1;B
12947;857;1;C
12948;857;2;A
12949;857;2;B
12950;857;3;A
12951;857;3;B
12952;857;4;A
12953;857;4;B
12954;857;4;C
12955;857;5;A
12956;857;5;B
12957;857;5;C
12958;857;6;A
12959;857;7;A
12960;857;8;A
